Base location,Destination,Mode of transport,CO2 Emission (in Kg)
China,Italy,Train,1500.582809
China,Brazil,Train,805.1153847
USA,Brazil,Train,1757.350391
China,Australia,Train,2670.315756
Germany,Canada,Sea,127.4356026
USA,Australia,Train,1949.035832
Germany,London,Train,143.5171088
Japan,Canada,Sea,461.630517
China,Australia,Train,3685.814574
China,Italy,Train,6416.623618
Japan,Australia,Train,2282.656064
China,London,Sea,115.4534362
China,London,Sea,731.6136046
China,Australia,Air,10.89018713
China,Australia,Train,531.1276352
China,Canada,Train,754.7830534
USA,Italy,Sea,685.1382358
Japan,London,Air,4.068239555
USA,Italy,Sea,306.3430314
USA,Italy,Air,8.917466986
USA,London,Train,402.1934348
USA,Italy,Air,6.199456286
USA,Australia,Sea,606.776462
Belgium,London,Train,2851.419501
China,Italy,Train,596.0893342
USA,Italy,Sea,94.24307581
USA,Australia,Air,14.93552486
Japan,Italy,Sea,296.1444206
Japan,Canada,Air,12.23003354
China,Brazil,Air,55.85667731
Germany,London,Sea,169.1132859
Belgium,Brazil,Sea,819.5642113
Japan,London,Sea,166.2632823
Japan,Australia,Air,15.9673368
Germany,Brazil,Train,4574.524108
Germany,Australia,Train,971.7117818
Japan,London,Train,1175.725444
China,Brazil,Train,2872.091659
Belgium,Canada,Air,14.24907391
Japan,Brazil,Air,15.00214536
Belgium,Brazil,Air,25.16261673
China,Brazil,Sea,249.0788473
Japan,Brazil,Sea,417.391677
Belgium,Italy,Sea,165.853792
Belgium,Brazil,Sea,55.54495515
Germany,Italy,Air,0.688995594
USA,Italy,Train,2068.7132
Japan,London,Train,1564.391743
China,Australia,Air,5.18074386
Belgium,Brazil,Sea,109.9911516
USA,Brazil,Train,236.7769236
Germany,London,Air,25.89398265
Belgium,Canada,Air,26.18826926
USA,London,Train,1644.844545
Japan,Australia,Sea,196.0113189
Germany,Italy,Sea,298.0407828
Germany,Canada,Air,14.81718124
USA,London,Train,1047.668024
USA,London,Sea,248.2785388
USA,Canada,Air,49.90801861
Japan,London,Train,1901.049026
China,Italy,Sea,322.6595408
USA,Canada,Air,19.61678444
USA,Australia,Train,1006.102878
Japan,Australia,Train,4995.604627
Belgium,Canada,Sea,215.3738928
Belgium,Italy,Air,13.44992103
USA,Brazil,Air,16.28562891
Japan,Italy,Sea,99.19058095
Japan,Canada,Train,2167.889502
Germany,Canada,Air,4.231447803
Belgium,Australia,Sea,196.9022892
Japan,Canada,Train,2945.505659
Japan,Brazil,Air,1.841417109
Germany,Australia,Air,32.56094609
China,Italy,Train,970.6288664
USA,Italy,Train,1615.771101
Belgium,Australia,Air,7.481583997
Germany,Italy,Air,11.36608603
Japan,Australia,Sea,908.5787589
Japan,London,Train,1685.666251
Belgium,Canada,Sea,1201.207631
USA,Australia,Air,13.67563016
Japan,Canada,Air,17.44541824
USA,Brazil,Sea,567.3724356
Japan,Canada,Sea,609.2255772
Belgium,Brazil,Air,15.92232752
China,Brazil,Sea,218.2658021
Belgium,London,Air,8.423226007
Japan,Canada,Air,16.93959915
Belgium,Canada,Sea,554.3693946
China,Canada,Air,10.54644426
USA,Australia,Train,467.9067401
Japan,Brazil,Sea,214.4032024
Germany,Brazil,Train,378.8929396
China,Brazil,Sea,310.7698769
Japan,Brazil,Air,31.56353322
Germany,Brazil,Sea,312.1800354
China,Canada,Train,145.8060939
Japan,Canada,Train,4485.491148
Japan,Canada,Air,44.17328144
USA,Italy,Sea,97.45344025
Germany,Italy,Train,3316.104133
Japan,Brazil,Air,1.903956404
Germany,Brazil,Train,2970.125577
China,Brazil,Train,1962.953532
Belgium,Canada,Air,9.61938569
China,Australia,Train,3812.941708
Germany,Brazil,Train,1711.813636
Belgium,Brazil,Air,6.161945926
Belgium,Canada,Train,688.4142865
Belgium,Australia,Sea,158.6583473
USA,Brazil,Air,2.546909837
Japan,Canada,Air,12.3652946
USA,London,Sea,99.53789444
USA,Brazil,Sea,419.2465812
Germany,London,Air,18.33997613
China,Australia,Air,4.670407273
Belgium,Brazil,Sea,98.06280311
China,Brazil,Train,1505.14602
Germany,Australia,Air,1.014651779
Germany,Canada,Train,1793.698223
Belgium,Brazil,Train,1598.591447
Germany,Canada,Air,24.01726723
Japan,Brazil,Air,3.429802305
Japan,London,Air,3.684613239
Japan,Brazil,Train,2413.880272
Japan,Canada,Train,2251.246188
USA,Brazil,Sea,87.06492675
China,Australia,Train,305.6922384
Germany,Brazil,Train,1628.061192
Japan,Brazil,Air,2.280669171
Belgium,Australia,Train,4949.876933
USA,Brazil,Air,17.48840914
Germany,London,Air,19.51431304
Belgium,Australia,Sea,120.4484382
Belgium,Italy,Air,6.511512226
Germany,Canada,Sea,159.2922764
USA,Canada,Air,10.02388914
USA,Canada,Air,6.634048665
Germany,Italy,Air,21.27832965
Japan,Australia,Sea,481.5334195
USA,Italy,Air,7.004662674
Germany,Brazil,Train,486.9302043
China,London,Air,10.60602196
Belgium,Brazil,Sea,100.5383947
Germany,London,Sea,140.6159384
USA,Italy,Air,10.92832684
USA,Canada,Air,17.19153427
China,Brazil,Sea,66.43953018
USA,Brazil,Air,4.661526942
Germany,Italy,Train,2995.065556
Belgium,Italy,Train,2407.264104
Belgium,Canada,Train,689.828943
China,Canada,Sea,450.7933504
Germany,London,Air,5.157793509
Germany,Canada,Air,25.86843255
China,London,Air,3.53175956
Belgium,Canada,Train,1276.699486
Japan,London,Sea,284.5868257
Japan,Brazil,Train,679.6753983
Japan,Australia,Sea,536.1689517
Germany,Italy,Sea,284.845659
China,Canada,Air,12.06513333
China,Italy,Air,9.285941806
Belgium,Italy,Sea,908.4102043
Japan,Italy,Train,1610.419453
Japan,Australia,Sea,942.6885667
Belgium,Canada,Air,29.90524385
Japan,Australia,Air,9.145744574
Germany,Brazil,Sea,110.7591455
USA,Brazil,Air,14.19899877
Germany,London,Train,1002.983233
USA,Brazil,Train,2663.015539
China,London,Sea,89.64672792
Japan,Australia,Sea,439.52581
USA,Canada,Sea,115.48523
USA,Italy,Air,12.05446077
China,Brazil,Sea,521.8072273
USA,Australia,Sea,459.0939081
Germany,Italy,Sea,141.7404289
China,Brazil,Train,3072.92837
Japan,Canada,Air,31.6306698
Germany,Australia,Air,16.23750162
Japan,Italy,Sea,60.77015445
China,Australia,Air,23.6288811
Japan,London,Air,8.376047275
China,Australia,Air,5.222739866
USA,Italy,Sea,232.9758755
Belgium,Italy,Train,2517.478144
Japan,Brazil,Air,5.150233093
Germany,Italy,Sea,100.619074
Belgium,Brazil,Sea,337.1050192
Belgium,London,Air,3.713774105
China,Brazil,Sea,147.7264061
Germany,Australia,Sea,87.31727175
Germany,Italy,Train,7983.832409
China,Brazil,Air,5.165444509
Germany,Australia,Air,10.17420953
Germany,Canada,Air,13.21837129
Japan,Australia,Train,930.8248186
USA,Canada,Train,601.5908695
Japan,Australia,Train,6027.299936
Belgium,Brazil,Train,1900.608358
USA,Italy,Train,1911.451569
Japan,Australia,Air,11.11200167
China,Canada,Air,4.296466283
China,Italy,Sea,134.8949373
Germany,Canada,Air,36.35476231
Japan,Italy,Air,6.562942178
USA,Brazil,Sea,358.4587621
Belgium,London,Air,10.83138657
USA,Italy,Train,2200.060991
USA,Italy,Air,14.342071
Germany,Brazil,Sea,886.8002428
Japan,Brazil,Sea,552.2477944
China,Italy,Sea,59.33495446
Germany,London,Sea,107.745519
China,Brazil,Air,6.912155984
Belgium,Canada,Air,6.179794833
Japan,London,Train,1719.726009
Japan,Canada,Sea,80.8233201
China,Italy,Air,9.027097207
Belgium,Brazil,Sea,265.6732488
Japan,Italy,Air,20.83593645
USA,Italy,Sea,451.3181667
USA,Australia,Air,4.385399471
Japan,London,Sea,210.0202374
China,London,Train,189.9375627
Germany,London,Air,6.014225961
Japan,Italy,Train,557.1470343
Germany,Canada,Sea,193.8662064
Germany,Canada,Sea,326.8829361
USA,Canada,Air,9.765315688
Belgium,Brazil,Train,813.9610476
USA,Italy,Sea,338.0548915
China,Italy,Train,3577.414302
Japan,Italy,Train,540.5702144
Germany,Canada,Sea,718.0248939
Japan,Italy,Sea,430.1980969
China,Brazil,Air,9.514737829
Germany,Brazil,Air,15.56504366
Belgium,Brazil,Sea,200.2858254
China,Canada,Air,1.788035608
USA,London,Sea,382.5440027
Belgium,Canada,Air,14.07843238
China,London,Train,864.6024692
Belgium,Italy,Train,476.4480026
China,Australia,Sea,460.6282496
Japan,London,Train,978.8260464
USA,Canada,Air,8.689533707
China,Italy,Sea,281.8051737
Japan,Brazil,Train,4033.672207
USA,Australia,Air,29.4910478
Belgium,Italy,Train,5057.989569
Germany,London,Sea,382.588397
Germany,Italy,Sea,617.0537213
China,Italy,Sea,405.3062671
USA,Brazil,Sea,173.4903882
Japan,Australia,Train,385.9850597
China,Australia,Sea,205.9148452
China,London,Sea,710.8469411
Germany,Canada,Train,3910.593799
USA,Canada,Sea,318.4283823
Belgium,London,Sea,608.0653386
Germany,Brazil,Train,9711.136587
USA,Australia,Air,5.69901662
USA,Australia,Air,5.140189877
USA,Italy,Air,2.945147496
China,Canada,Sea,93.66688239
USA,Australia,Air,3.068308241
Belgium,Canada,Train,4067.393246
China,Canada,Train,148.6228372
China,London,Air,6.790456927
Germany,Brazil,Train,7073.840786
USA,Brazil,Sea,207.4802676
Japan,Brazil,Sea,249.845464
Germany,Brazil,Sea,186.7862078
Germany,Australia,Train,1505.386486
Belgium,Brazil,Train,1963.690026
USA,Australia,Air,5.407282114
China,Brazil,Sea,957.4973055
Japan,Italy,Sea,100.8437834
Japan,Brazil,Sea,155.8533621
Japan,Australia,Air,9.120367741
Germany,Canada,Air,23.32901008
USA,Italy,Air,8.580541091
USA,Brazil,Air,4.548087386
Germany,Canada,Train,647.0140031
Japan,London,Air,26.74871621
Germany,Australia,Train,863.7857314
Japan,Brazil,Air,4.456902226
USA,London,Train,248.9623047
Germany,Australia,Air,1.253404323
USA,London,Train,4037.035042
Germany,Canada,Train,2164.863879
Belgium,Brazil,Sea,327.2224559
Japan,Italy,Air,23.48158183
Germany,Canada,Sea,239.7764744
Germany,London,Sea,470.3455482
Japan,London,Sea,343.4486282
China,Brazil,Train,2498.960078
USA,London,Air,32.9138947
USA,London,Air,18.76770658
Japan,Italy,Train,655.5050719
China,Italy,Air,15.15450508
Belgium,Canada,Sea,50.60198304
USA,Canada,Air,2.349385605
Japan,Canada,Air,4.93514958
Japan,Australia,Air,3.925809665
Belgium,Italy,Sea,805.7202296
Germany,Brazil,Sea,123.1063458
Belgium,London,Train,1718.547705
Japan,Canada,Air,4.653070932
Japan,Italy,Train,782.0328957
China,Canada,Air,8.461091496
Japan,Brazil,Train,1830.152226
China,Canada,Train,415.4388171
China,London,Sea,816.8714878
Belgium,London,Train,3272.648982
Belgium,Italy,Sea,64.13364987
USA,London,Air,1.594937711
Japan,Italy,Sea,116.4766708
Japan,London,Train,4165.442673
USA,Australia,Train,499.0092337
Belgium,Italy,Train,4581.952551
Japan,Canada,Train,2921.197058
Belgium,Italy,Sea,93.89412172
Japan,Italy,Air,18.57488135
USA,Canada,Air,4.037790728
Belgium,Canada,Train,2143.277577
Germany,Australia,Train,1612.29226
Germany,Canada,Sea,436.612559
Germany,London,Sea,48.73002786
Belgium,Brazil,Train,723.4134628
USA,Italy,Air,3.768646943
USA,Brazil,Train,3225.057624
China,London,Train,2845.79397
Japan,London,Train,5739.554669
USA,Italy,Sea,520.424427
Belgium,Brazil,Train,1888.415329
USA,Australia,Sea,44.42078149
Japan,Australia,Air,2.193860858
Germany,Australia,Sea,733.460901
China,Brazil,Train,1105.412207
Japan,Canada,Train,3758.181218
Germany,Italy,Train,2678.883817
Belgium,Australia,Train,13708.40504
USA,London,Train,3325.396119
China,Italy,Sea,83.6254255
Germany,Canada,Sea,122.6128326
USA,London,Air,10.14807669
Belgium,Canada,Air,15.27938082
China,Brazil,Train,3867.719332
China,London,Air,3.755754582
Germany,London,Train,383.9239497
USA,Brazil,Train,9398.774348
Germany,Canada,Sea,38.38990302
China,Italy,Sea,673.9287658
Belgium,Brazil,Sea,438.4818999
China,Italy,Sea,172.3914992
Germany,London,Sea,314.8490554
Japan,Australia,Air,23.25232471
Japan,Brazil,Air,34.37288015
Japan,Brazil,Air,5.780623433
China,Brazil,Train,954.9042828
Belgium,Canada,Air,13.78639282
Belgium,Canada,Train,2057.969103
Japan,Canada,Sea,214.527535
China,Brazil,Sea,157.7957546
USA,Australia,Air,6.615590007
Belgium,Australia,Train,370.0075232
Germany,Canada,Air,14.67067567
Japan,Canada,Air,0.724015576
Belgium,Italy,Train,433.2451938
Belgium,Brazil,Air,22.80236392
Germany,Italy,Air,10.96349088
Germany,Canada,Train,339.8125182
Japan,Italy,Air,24.96314082
Japan,Brazil,Air,3.300676068
Japan,Australia,Sea,169.7839789
Japan,London,Train,2930.104424
Belgium,Italy,Train,1669.86051
Japan,Brazil,Sea,326.779301
Belgium,Italy,Sea,70.2354522
Japan,Brazil,Train,1664.706996
Belgium,Canada,Sea,710.902223
Japan,Australia,Sea,416.105841
China,London,Air,11.55553925
USA,Brazil,Air,1.428514321
China,Italy,Sea,82.34471058
Belgium,Canada,Air,10.73413785
China,Canada,Sea,606.8919786
Belgium,Canada,Sea,804.8429372
Japan,Canada,Air,3.006228423
Germany,Australia,Train,167.0903214
Japan,Italy,Sea,94.66842588
Belgium,Brazil,Air,13.17558368
China,Brazil,Train,1007.156772
Belgium,Australia,Air,12.83639957
Belgium,Canada,Air,23.97978809
Germany,London,Train,816.9597607
Germany,London,Air,35.43467186
Japan,London,Air,12.40415513
China,Italy,Air,21.03548218
Belgium,Canada,Sea,1082.811266
Belgium,Brazil,Train,531.3735455
Germany,Canada,Train,2734.922666
Germany,Brazil,Air,6.588971892
Japan,Australia,Sea,370.8991664
Germany,Canada,Sea,118.9121306
Japan,Brazil,Air,3.463421546
China,Brazil,Train,4612.405431
USA,London,Air,13.11711841
USA,Brazil,Sea,1428.495662
Japan,Canada,Train,2674.706411
Germany,Australia,Train,988.9354685
China,Italy,Air,9.20844677
China,Italy,Train,1392.804548
China,Australia,Sea,167.1634529
USA,London,Sea,350.4674467
Germany,Australia,Air,18.28635263
Germany,Italy,Sea,76.1950096
USA,Australia,Air,14.03649455
USA,Italy,Air,13.05711316
USA,Canada,Train,1316.652699
Belgium,London,Air,13.00702246
USA,London,Train,3833.472161
Belgium,Italy,Sea,34.45575812
China,Brazil,Sea,504.7099855
Belgium,Australia,Train,2007.843142
USA,Italy,Air,3.152115546
Germany,Brazil,Train,7163.616203
USA,Canada,Sea,145.0389583
USA,Italy,Air,11.33743259
USA,Italy,Sea,175.0326131
Germany,Australia,Sea,251.3212105
USA,Canada,Train,2365.421799
China,Australia,Air,3.532258473
Japan,Italy,Train,3120.747912
USA,Australia,Train,187.4289936
Japan,London,Sea,353.2524048
Belgium,Australia,Air,11.51495709
Belgium,Canada,Train,297.465767
USA,London,Train,3595.510882
USA,Brazil,Sea,836.9351065
Germany,Brazil,Air,7.320739036
Belgium,Italy,Sea,546.0087248
USA,Brazil,Train,1227.529398
China,Australia,Air,12.09080971
Japan,Brazil,Air,3.499458117
Belgium,Brazil,Train,5287.372036
Japan,Brazil,Air,2.376281553
Japan,London,Train,3189.666257
Germany,Australia,Train,4762.047049
USA,London,Sea,185.8463212
Germany,Brazil,Train,2403.15571
USA,Canada,Sea,240.7691103
Belgium,Australia,Sea,252.0157023
China,Italy,Air,2.552738013
Japan,Australia,Air,8.598689841
China,London,Train,216.970795
Germany,Brazil,Train,842.3525615
China,London,Sea,146.2200052
USA,Australia,Sea,632.107672
China,Italy,Air,7.050911466
Belgium,Italy,Sea,233.9951299
Germany,Italy,Air,34.00524785
USA,Italy,Air,19.55003986
USA,Canada,Sea,125.5566813
Belgium,London,Train,1398.755338
USA,Italy,Train,590.2430364
Germany,London,Train,4453.742778
China,Brazil,Train,4269.16788
USA,Canada,Air,4.095529446
Japan,Australia,Air,5.482765587
China,Australia,Air,19.17742883
China,Australia,Sea,250.9689442
China,London,Air,17.27396905
Germany,Canada,Sea,464.3791322
Germany,London,Sea,509.5991066
USA,Australia,Sea,72.34234401
Japan,Brazil,Train,1738.228801
Japan,London,Air,6.852261996
USA,Australia,Train,2227.118446
Japan,London,Train,826.3458735
USA,Canada,Air,5.034909068
USA,Italy,Sea,131.0171797
USA,Italy,Train,1193.626551
Japan,Italy,Air,10.43523457
USA,Brazil,Train,3352.282584
China,Italy,Air,15.35382487
Japan,Canada,Train,2121.894376
Japan,Brazil,Sea,1145.021132
USA,Brazil,Sea,889.9176692
Japan,Australia,Sea,71.61493849
Japan,Italy,Train,3598.382366
Belgium,Italy,Train,1832.408171
Belgium,Australia,Air,6.865016767
China,London,Air,12.17765837
USA,London,Sea,213.0377823
Germany,Brazil,Train,3483.594102
Germany,Brazil,Sea,403.4545819
China,London,Air,5.224939634
USA,Brazil,Train,3670.878464
China,Italy,Sea,382.8303265
Japan,Canada,Sea,93.6365583
Belgium,London,Sea,82.9630413
USA,Brazil,Train,10066.25786
Japan,London,Air,22.49163251
Japan,Canada,Train,185.815527
USA,Italy,Air,3.915742998
Belgium,London,Sea,221.8057186
Japan,London,Train,778.8775125
China,Australia,Train,245.5071543
Belgium,Australia,Air,11.33326251
Belgium,Italy,Train,1930.049159
China,Canada,Sea,549.2845016
Belgium,Canada,Air,2.756008266
China,Australia,Sea,373.989786
China,Australia,Sea,288.0212674
Germany,Australia,Air,2.806974781
USA,Italy,Air,3.992286152
China,Australia,Train,824.1229221
China,Italy,Air,4.414264459
China,Italy,Air,1.848754306
Germany,Australia,Sea,125.5812559
Japan,Canada,Air,10.57765959
China,London,Train,3771.830972
Germany,Italy,Train,5604.066312
Germany,Canada,Sea,224.7538745
USA,Australia,Sea,671.8356125
Belgium,Australia,Air,50.09666907
China,Australia,Air,3.56091664
Belgium,London,Air,47.60695995
Japan,London,Train,3493.853924
Germany,London,Sea,507.9926149
Belgium,London,Sea,737.4910212
Germany,Australia,Air,6.662643011
Belgium,Australia,Train,1395.406337
Japan,Australia,Train,4176.134277
China,Italy,Air,2.490588059
Belgium,Brazil,Air,10.85738066
Belgium,Canada,Train,1052.287062
USA,Canada,Sea,230.2536559
China,London,Train,1319.379779
Belgium,Canada,Sea,937.8677525
Germany,Brazil,Air,18.05323795
Belgium,Brazil,Air,10.34714704
USA,Italy,Sea,717.317381
Japan,Canada,Train,1463.577364
USA,Italy,Sea,150.9576199
USA,Brazil,Sea,764.5403164
Japan,Brazil,Sea,288.3307485
China,Italy,Train,1462.486205
Germany,Italy,Air,6.213216251
USA,Canada,Train,5384.514105
Germany,London,Sea,365.7746959
China,Brazil,Air,16.6971327
Belgium,London,Sea,324.4133709
USA,Canada,Train,656.4139594
China,London,Sea,44.83454606
Germany,Australia,Sea,536.4400458
China,Canada,Air,3.886229815
USA,London,Air,4.680783756
USA,Australia,Train,787.5293483
Belgium,Brazil,Sea,206.8741575
Germany,Brazil,Air,19.92287203
Japan,Italy,Train,5497.900147
Germany,Brazil,Train,6546.274617
Japan,Australia,Train,324.4275859
Japan,Italy,Air,4.354215205
Belgium,London,Train,3626.211084
China,Australia,Air,19.19228039
USA,Brazil,Train,462.0960948
Japan,London,Train,3976.644668
Japan,Canada,Air,2.999593746
Japan,Brazil,Air,4.23416481
USA,Canada,Sea,328.2717616
China,Italy,Air,28.87076652
Belgium,Italy,Sea,432.3890851
Belgium,Brazil,Air,9.719173882
USA,London,Train,1043.926271
Belgium,Australia,Train,4855.147387
USA,Canada,Air,2.973908835
Germany,London,Air,22.64995182
Germany,Australia,Air,21.35243703
Germany,Australia,Train,218.02825
Belgium,London,Sea,122.4057599
Japan,Canada,Train,4253.300734
USA,London,Train,1850.292638
Japan,London,Sea,71.58936823
Germany,Australia,Train,2049.0994
Germany,Brazil,Sea,104.8781083
China,Canada,Train,1007.307944
USA,Canada,Sea,220.5944386
USA,Canada,Sea,172.628269
China,London,Train,817.0267765
USA,Canada,Air,0.335947229
USA,Brazil,Air,18.60063732
USA,Italy,Sea,156.4134955
Japan,Canada,Air,11.13291849
Germany,Brazil,Air,5.745947643
Japan,London,Train,2623.482672
Germany,Australia,Sea,833.2969438
Germany,London,Train,1348.351429
China,London,Sea,355.3782052
Belgium,London,Sea,26.09894396
Japan,Canada,Sea,421.0135637
Japan,Italy,Train,3772.289895
Belgium,Australia,Train,3749.123983
China,London,Train,899.3641326
Germany,Brazil,Air,12.99179897
USA,Australia,Air,22.77945168
Belgium,Canada,Train,1325.507273
Germany,Brazil,Air,12.61849448
Belgium,Italy,Train,1772.978217
Japan,Brazil,Sea,401.5703277
USA,Canada,Train,639.6950137
Germany,Italy,Air,7.031567195
Japan,Brazil,Air,2.970745367
Japan,Italy,Train,2160.823467
Japan,Australia,Sea,284.9075351
Germany,Canada,Sea,271.5464946
Japan,Brazil,Sea,488.0203007
Belgium,Italy,Train,626.287928
Belgium,London,Sea,65.21433422
Japan,Canada,Sea,268.8073372
Germany,Canada,Air,11.70442204
USA,London,Air,16.30104669
USA,Brazil,Air,5.200827525
Japan,Canada,Sea,55.34060974
China,Canada,Sea,94.0851378
Japan,Australia,Train,1958.811451
Japan,London,Train,1379.798697
Japan,Australia,Air,25.80493428
USA,Canada,Air,9.95596404
China,Brazil,Sea,258.7648735
Germany,Canada,Train,768.5334861
Germany,Brazil,Train,3329.650692
Germany,Italy,Train,1098.057356
Germany,Australia,Sea,13.72651982
Japan,Brazil,Air,2.394776942
Japan,Australia,Train,333.9722899
China,London,Sea,164.9578678
China,Canada,Sea,314.7291248
Germany,Brazil,Sea,272.6891
Germany,London,Air,8.30241211
Germany,Italy,Train,4153.047244
USA,London,Train,1795.827533
USA,Australia,Train,193.9287366
Germany,London,Sea,111.4964333
Germany,Brazil,Train,2112.994122
Belgium,London,Air,8.947325183
China,Brazil,Sea,38.75139552
Japan,Canada,Train,4244.247995
Japan,Canada,Air,3.702199751
Japan,Italy,Train,4157.639334
Belgium,London,Sea,132.5788892
Belgium,Canada,Sea,107.8067714
USA,Australia,Train,3919.547618
Japan,Brazil,Train,1247.24876
China,Canada,Sea,550.8894852
Belgium,London,Sea,117.2988588
Belgium,London,Train,272.086086
Japan,Italy,Train,1524.069679
Japan,Canada,Train,1537.576161
Japan,Italy,Air,63.03598656
USA,Italy,Sea,1123.776748
USA,Canada,Sea,206.1403439
USA,Italy,Sea,298.2733202
Germany,Australia,Air,8.553318777
China,Italy,Train,662.5208353
Japan,London,Sea,290.3614278
Belgium,Brazil,Sea,553.532398
USA,Brazil,Train,1824.812304
China,London,Sea,217.0394825
Germany,Canada,Sea,289.6482055
Japan,Italy,Air,7.229262344
Germany,London,Train,5979.014599
USA,Canada,Sea,1125.182571
Japan,Canada,Sea,45.79905939
USA,London,Air,9.219450779
Germany,Australia,Train,1273.133813
China,London,Train,9143.147505
Japan,London,Sea,174.5897049
USA,Italy,Air,7.057017191
Belgium,London,Train,1532.378388
Japan,Australia,Train,1409.471653
Germany,Brazil,Train,2579.432574
USA,Canada,Train,2183.153043
Belgium,London,Sea,185.5020328
USA,Canada,Train,4641.427075
Belgium,Canada,Train,3867.993366
China,Italy,Sea,222.9919569
Japan,Italy,Sea,235.91761
Germany,London,Sea,741.1223791
Japan,Canada,Sea,153.3164808
Japan,Italy,Air,10.70820178
China,Australia,Air,22.07606412
Germany,Brazil,Air,28.70604624
China,Brazil,Train,2955.856362
Germany,London,Sea,97.79516141
Germany,Italy,Train,6363.627864
Japan,Brazil,Train,1815.249982
Belgium,Canada,Air,0.780773582
Belgium,London,Air,8.71921843
Japan,Brazil,Air,23.36530058
China,Brazil,Air,18.40499183
Germany,Canada,Train,2105.1459
Japan,London,Sea,184.8214097
Belgium,Italy,Train,1172.492438
Japan,Canada,Sea,35.03455676
China,Canada,Train,8497.086896
Japan,Italy,Sea,202.925799
Germany,London,Air,28.58089734
Japan,London,Air,14.31984028
Germany,Australia,Sea,110.0908328
Belgium,Australia,Train,1907.182279
China,Brazil,Air,3.937797265
USA,London,Train,1822.040529
Japan,Brazil,Train,1757.070549
Japan,Italy,Sea,290.1888646
USA,London,Sea,53.72901453
USA,Canada,Train,1489.527165
Japan,Canada,Sea,84.46278491
Germany,Italy,Air,16.12413213
Germany,Brazil,Sea,259.3656651
Germany,Brazil,Air,10.29564122
China,Brazil,Train,3798.176192
Belgium,London,Sea,49.81135194
Japan,London,Train,534.5562466
Belgium,Brazil,Sea,129.5816272
Japan,Brazil,Sea,131.5174914
China,Australia,Train,3294.853755
Japan,Italy,Air,8.755852035
Japan,Australia,Air,11.69848172
Belgium,Australia,Sea,340.4967871
Germany,Australia,Sea,116.6428716
China,Brazil,Sea,107.7296454
Japan,Canada,Air,11.69080487
Japan,Canada,Train,2234.148064
Japan,Canada,Train,2103.598154
Belgium,Brazil,Air,15.72117702
Belgium,Brazil,Air,38.54705056
Germany,London,Air,4.218047155
Japan,Australia,Sea,147.8266626
Belgium,Australia,Air,2.372599581
Japan,Canada,Train,1145.695468
Japan,Brazil,Sea,353.9564291
Belgium,Canada,Air,35.22616448
Japan,Brazil,Air,19.91826226
Japan,London,Air,14.32640872
USA,Brazil,Sea,403.6043724
China,Brazil,Air,38.92928858
Japan,Italy,Air,4.007836781
Germany,Australia,Train,11735.75337
Belgium,Canada,Sea,243.9629531
Germany,Canada,Sea,358.9333653
USA,Brazil,Air,11.26512304
Belgium,Australia,Sea,306.4733232
USA,Brazil,Sea,273.8989509
Belgium,Australia,Train,3560.133747
China,London,Air,18.42525839
Japan,Brazil,Sea,392.5434315
USA,London,Air,33.22760755
Japan,Brazil,Sea,117.2277331
Germany,Brazil,Sea,393.7169642
Germany,Italy,Sea,167.9273438
Japan,Australia,Air,8.314843917
China,Canada,Air,2.59694512
Belgium,Canada,Air,6.459061429
Japan,Australia,Train,4220.161485
Japan,Canada,Sea,63.2680435
Belgium,Italy,Train,792.94664
China,Australia,Air,5.449616875
USA,London,Air,17.68228191
Belgium,Brazil,Sea,691.0926862
Japan,Italy,Air,4.114741759
USA,London,Train,4104.513911
China,Brazil,Air,21.49319423
China,Canada,Sea,911.2194269
Germany,Italy,Air,4.94264136
Germany,Canada,Air,6.760252925
Belgium,London,Sea,407.3770337
Japan,Brazil,Sea,416.0673822
USA,Brazil,Train,2739.031876
Belgium,Canada,Sea,744.0369875
China,Canada,Air,19.44833174
China,Brazil,Sea,210.7462042
China,Brazil,Train,8672.146025
Germany,Italy,Sea,828.2587176
Germany,Canada,Train,253.3017339
Japan,Italy,Air,10.12942817
Japan,London,Sea,1711.56097
Belgium,Canada,Sea,861.6149953
Germany,Australia,Air,16.38109008
China,London,Train,1064.369082
China,Australia,Air,22.89513212
Belgium,Canada,Sea,284.5974071
Japan,Australia,Sea,485.9968315
Germany,Australia,Sea,293.3837364
Belgium,Italy,Sea,116.8811592
USA,London,Air,9.372604037
Belgium,Brazil,Air,33.7824881
Belgium,Australia,Sea,442.0190751
USA,Italy,Air,20.74176609
Germany,Australia,Sea,395.3921844
Germany,Italy,Sea,51.67368569
Germany,Italy,Train,3174.879355
Germany,Brazil,Train,1554.426494
Belgium,Australia,Sea,37.5276829
Japan,London,Train,461.3988228
China,Brazil,Air,6.023399229
Germany,Italy,Sea,38.60360137
USA,London,Air,14.48230849
China,London,Train,2006.837317
Belgium,Brazil,Train,563.1492288
Germany,Italy,Train,5641.958042
Japan,Brazil,Air,1.809823253
China,Italy,Air,3.552640246
Germany,Italy,Air,10.04935721
Germany,Australia,Air,1.306446612
China,London,Sea,146.3181076
China,Canada,Train,2528.625267
Japan,Australia,Sea,476.4114428
USA,London,Air,31.96407079
USA,Canada,Sea,156.6699183
China,Australia,Train,2087.270469
Belgium,Australia,Air,7.660798512
USA,Australia,Train,548.1978785
Germany,Canada,Train,580.0642656
Germany,Australia,Air,4.639539004
